,Ticker,Quarter,Industry,InfoDiversity,Analyst,InfoContribution,GenderAnalyst,Contributor
25,COP,2018 q1,1010,0.659171297157938,"Mr. John P. Herrlin, Jr",0.5193572318343128,male,Societe Generale
26,CVX,2018 q1,1010,0.666122094050013,"Mr. John P. Herrlin, Jr",0.6057330701104053,male,Societe Generale
27,DVN,2018 q1,1010,0.7712127213845551,"Mr. John P. Herrlin, Jr",0.8239966301960813,male,Societe Generale
28,EOG,2018 q1,1010,0.6635371968254626,"Mr. John P. Herrlin, Jr",0.6940192527433807,male,Societe Generale
29,HES,2018 q1,1010,0.7067446920561067,"Mr. John P. Herrlin, Jr",0.6805284640722966,male,Societe Generale
30,MRO,2018 q1,1010,0.7087317181083422,"Mr. John P. Herrlin, Jr",0.9988902378201624,male,Societe Generale
31,OXY,2018 q1,1010,0.7139269153128182,"Mr. John P. Herrlin, Jr",0.8689313316530265,male,Societe Generale
32,PXD,2018 q1,1010,0.7911918374067246,"Mr. John P. Herrlin, Jr",0.5117950575639152,male,Societe Generale
33,XOM,2018 q1,1010,0.6762389410687486,"Mr. John P. Herrlin, Jr",0.3762452094301067,male,Societe Generale
34,APA,2018 q1,1010,0.6869287894355911,"Charles Robertson, CFA",0.5724867860806871,male,Cowen and Company
35,EOG,2018 q1,1010,0.6635371968254626,"Charles Robertson, CFA",0.5824239091605534,male,Cowen and Company
36,HES,2018 q1,1010,0.7067446920561067,"Charles Robertson, CFA",0.7373321401843193,male,Cowen and Company
37,APA,2018 q1,1010,0.6869287894355911,Mr. Paul B. Sankey,0.5855367567799213,male,Wolfe Research
38,COP,2018 q1,1010,0.659171297157938,Mr. Paul B. Sankey,0.5343299762102606,male,Wolfe Research
39,CVX,2018 q1,1010,0.666122094050013,Mr. Paul B. Sankey,0.3888771596932467,male,Wolfe Research
40,DVN,2018 q1,1010,0.7712127213845551,Mr. Paul B. Sankey,0.3852405929662843,male,Wolfe Research
41,HES,2018 q1,1010,0.7067446920561067,Mr. Paul B. Sankey,0.3744078181047568,male,Wolfe Research
42,MPC,2018 q1,1010,0.6416468066823222,Mr. Paul B. Sankey,0.377026540020096,male,Wolfe Research
43,MRO,2018 q1,1010,0.7087317181083422,Mr. Paul B. Sankey,0.3792646382853341,male,Wolfe Research
44,NBL,2018 q1,1010,0.775651494832339,Mr. Paul B. Sankey,0.5588238089362071,male,Wolfe Research
45,OXY,2018 q1,1010,0.7139269153128182,Mr. Paul B. Sankey,0.6440140730482555,male,Wolfe Research
46,PXD,2018 q1,1010,0.7911918374067246,Mr. Paul B. Sankey,0.6358973654225606,male,Wolfe Research
47,XOM,2018 q1,1010,0.6762389410687486,Mr. Paul B. Sankey,0.5851530777534741,male,Wolfe Research
48,APA,2018 q1,1010,0.6869287894355911,Stewart Glickman,0.32713574200434303,male,CFRA Equity Research
49,COG,2018 q1,1010,0.7383667209102682,Stewart Glickman,0.4477447003888423,male,CFRA Equity Research
50,COP,2018 q1,1010,0.659171297157938,Stewart Glickman,0.8108601296808489,male,CFRA Equity Research
51,CVX,2018 q1,1010,0.666122094050013,Stewart Glickman,0.3120084929372105,male,CFRA Equity Research
52,CXO,2018 q1,1010,0.763996839093247,Stewart Glickman,0.6375033932260689,male,CFRA Equity Research
53,DVN,2018 q1,1010,0.7712127213845551,Stewart Glickman,0.5729691076224599,male,CFRA Equity Research
54,EOG,2018 q1,1010,0.6635371968254626,Stewart Glickman,0.4906791436416076,male,CFRA Equity Research
55,FANG,2018 q1,1010,0.7151878043986779,Stewart Glickman,0.4235811610248769,male,CFRA Equity Research
56,HES,2018 q1,1010,0.7067446920561067,Stewart Glickman,0.4140531773576443,male,CFRA Equity Research
57,HFC,2018 q1,1010,0.7745172201746935,Stewart Glickman,0.9358367981801778,male,CFRA Equity Research
58,KMI,2018 q1,1010,0.7369470122690065,Stewart Glickman,0.4478785068266194,male,CFRA Equity Research
59,MPC,2018 q1,1010,0.6416468066823222,Stewart Glickman,0.2890722384537238,male,CFRA Equity Research
60,MRO,2018 q1,1010,0.7087317181083422,Stewart Glickman,0.3851190813668039,male,CFRA Equity Research
61,NBL,2018 q1,1010,0.775651494832339,Stewart Glickman,0.46754324655957197,male,CFRA Equity Research
62,OXY,2018 q1,1010,0.7139269153128182,Stewart Glickman,0.6931773065727237,male,CFRA Equity Research
63,PSX,2018 q1,1010,0.7930429533682943,Stewart Glickman,0.6173343532241662,male,CFRA Equity Research
64,PXD,2018 q1,1010,0.7911918374067246,Stewart Glickman,0.48211823336564236,male,CFRA Equity Research
65,VLO,2018 q1,1010,0.7922596780966945,Stewart Glickman,0.6751212850166987,male,CFRA Equity Research
66,WMB,2018 q1,1010,0.6128154716545011,Stewart Glickman,0.523448377758122,male,CFRA Equity Research
67,XOM,2018 q1,1010,0.6762389410687486,Stewart Glickman,0.46254197929372354,male,CFRA Equity Research
68,APA,2018 q1,1010,0.6869287894355911,Ms. Gail A. Nicholson,0.4209043977376546,female,KLR Group
69,FANG,2018 q1,1010,0.7151878043986779,Ms. Gail A. Nicholson,0.3870689305884294,female,KLR Group
70,NBL,2018 q1,1010,0.775651494832339,Ms. Gail A. Nicholson,0.6219852927529415,female,KLR Group
71,APA,2018 q1,1010,0.6869287894355911,Scott M. Hanold,0.8456591674813737,male,RBC Capital Markets
72,CXO,2018 q1,1010,0.763996839093247,Scott M. Hanold,0.4897231064155931,male,RBC Capital Markets
73,DVN,2018 q1,1010,0.7712127213845551,Scott M. Hanold,0.41420146827298565,male,RBC Capital Markets
74,NBL,2018 q1,1010,0.775651494832339,Scott M. Hanold,0.786266082620585,male,RBC Capital Markets
75,PXD,2018 q1,1010,0.7911918374067246,Scott M. Hanold,0.6078833530620076,male,RBC Capital Markets
76,COG,2018 q1,1010,0.7383667209102682,Mr. Marshall Coltrain,0.792984671165246,male,Guggenheim Securities LLC
77,DVN,2018 q1,1010,0.7712127213845551,Mr. Marshall Coltrain,0.6165062390078867,male,Guggenheim Securities LLC
78,COG,2018 q1,1010,0.7383667209102682,"Thomas R. Driscoll, CFA",0.7081002232073832,male,Barclays
79,OXY,2018 q1,1010,0.7139269153128182,"Thomas R. Driscoll, CFA",0.46847672514848127,male,Barclays
80,COG,2018 q1,1010,0.7383667209102682,Jeffrey Stafford,0.4418099488545725,male,"Morningstar, Inc."
81,COG,2018 q1,1010,0.7383667209102682,CFRA Research,0.5092589648888018,Not a person,CFRA Equity Research
82,CXO,2018 q1,1010,0.763996839093247,CFRA Research,0.7995680101665008,Not a person,CFRA Equity Research
83,DVN,2018 q1,1010,0.7712127213845551,CFRA Research,0.7532879753925341,Not a person,CFRA Equity Research
84,EOG,2018 q1,1010,0.6635371968254626,CFRA Research,0.30056936862023487,Not a person,CFRA Equity Research
85,HFC,2018 q1,1010,0.7745172201746935,CFRA Research,0.4320495134329654,Not a person,CFRA Equity Research
86,MPC,2018 q1,1010,0.6416468066823222,CFRA Research,0.5127779996018407,Not a person,CFRA Equity Research
87,MRO,2018 q1,1010,0.7087317181083422,CFRA Research,0.3713440537749728,Not a person,CFRA Equity Research
88,NBL,2018 q1,1010,0.775651494832339,CFRA Research,0.8055657644357056,Not a person,CFRA Equity Research
89,OKE,2018 q1,1010,0.7110362692816635,CFRA Research,0.3343500111644113,Not a person,CFRA Equity Research
90,PSX,2018 q1,1010,0.7930429533682943,CFRA Research,0.4942082240887852,Not a person,CFRA Equity Research
91,VLO,2018 q1,1010,0.7922596780966945,CFRA Research,0.5352415094197188,Not a person,CFRA Equity Research
92,XOM,2018 q1,1010,0.6762389410687486,CFRA Research,0.5204419556989411,Not a person,CFRA Equity Research
93,COG,2018 q1,1010,0.7383667209102682,SADIF Research,0.35826678108117754,Not a person,Sadif Analytics Prime
94,CXO,2018 q1,1010,0.763996839093247,SADIF Research,0.714421979991986,Not a person,Sadif Analytics Prime
95,DVN,2018 q1,1010,0.7712127213845551,SADIF Research,0.7997732822096897,Not a person,Sadif Analytics Prime
96,OKE,2018 q1,1010,0.7110362692816635,SADIF Research,0.5625722038352537,Not a person,Sadif Analytics Prime
97,PXD,2018 q1,1010,0.7911918374067246,SADIF Research,0.5707435206371758,Not a person,Sadif Analytics Prime
98,COG,2018 q1,1010,0.7383667209102682,Mr. Leo P. Mariani,0.8420449834932302,male,NatAlliance
99,EOG,2018 q1,1010,0.6635371968254626,Mr. Leo P. Mariani,0.4137199131065119,male,NatAlliance
100,PXD,2018 q1,1010,0.7911918374067246,Mr. Leo P. Mariani,0.7053680604976102,male,NatAlliance
101,COP,2018 q1,1010,0.659171297157938,"Mr. Allen Good, CFA",0.24362276070910768,male,"Morningstar, Inc."
102,HFC,2018 q1,1010,0.7745172201746935,"Mr. Allen Good, CFA",0.516673261728265,male,"Morningstar, Inc."
103,MPC,2018 q1,1010,0.6416468066823222,"Mr. Allen Good, CFA",0.6818732644793272,male,"Morningstar, Inc."
104,VLO,2018 q1,1010,0.7922596780966945,"Mr. Allen Good, CFA",0.570937730868555,male,"Morningstar, Inc."
105,XOM,2018 q1,1010,0.6762389410687486,"Mr. Allen Good, CFA",0.486266979201594,male,"Morningstar, Inc."
106,COP,2018 q1,1010,0.659171297157938,"Mr. Douglas T. Terreson, CFA",0.4497556370236097,male,EVERCORE ISI
107,MPC,2018 q1,1010,0.6416468066823222,"Mr. Douglas T. Terreson, CFA",0.46252059976726184,male,EVERCORE ISI
108,PSX,2018 q1,1010,0.7930429533682943,"Mr. Douglas T. Terreson, CFA",0.7317887232986398,male,EVERCORE ISI
109,VLO,2018 q1,1010,0.7922596780966945,"Mr. Douglas T. Terreson, CFA",0.7405712894853785,male,EVERCORE ISI
110,XOM,2018 q1,1010,0.6762389410687486,"Mr. Douglas T. Terreson, CFA",0.3491055728408311,male,EVERCORE ISI
111,COP,2018 q1,1010,0.659171297157938,Mr. Gregory Brown,0.4484335766532188,male,Credit Suisse
112,COP,2018 q1,1010,0.659171297157938,"Mr. Paul Y. Cheng, CFA",0.8074300765501322,male,Barclays
113,CVX,2018 q1,1010,0.666122094050013,"Mr. Paul Y. Cheng, CFA",0.25084870679062476,male,Barclays
114,HES,2018 q1,1010,0.7067446920561067,"Mr. Paul Y. Cheng, CFA",0.7835217315863614,male,Barclays
115,PSX,2018 q1,1010,0.7930429533682943,"Mr. Paul Y. Cheng, CFA",0.727076355708008,male,Barclays
116,XOM,2018 q1,1010,0.6762389410687486,"Mr. Paul Y. Cheng, CFA",0.5923046144325169,male,Barclays
117,COP,2018 q1,1010,0.659171297157938,Ms. Betty Jiang,0.4834253871243079,female,Credit Suisse
118,HAL,2018 q1,1010,0.694390696866195,Ms. Betty Jiang,0.6551556101095928,female,Credit Suisse
119,CVX,2018 q1,1010,0.666122094050013,Mr. Gordon M. Gray,0.720337736666363,male,HSBC
120,CVX,2018 q1,1010,0.666122094050013,Mr. Thomas Kee,0.7782318094746954,male,Stock Traders Daily Research
121,CVX,2018 q1,1010,0.666122094050013,Research Department,0.6371587900084261,Not a person,Jefferies
122,CVX,2018 q1,1010,0.666122094050013,Mr. Biraj Borkhataria,0.2611364366223745,male,RBC Capital Markets
123,XOM,2018 q1,1010,0.6762389410687486,Mr. Biraj Borkhataria,0.5739665085189611,male,RBC Capital Markets
124,CVX,2018 q1,1010,0.666122094050013,Mr. Jason Gabelman,0.7004070306466255,male,Cowen and Company
125,HFC,2018 q1,1010,0.7745172201746935,Mr. Jason Gabelman,0.7418237600152242,male,Cowen and Company
126,MPC,2018 q1,1010,0.6416468066823222,Mr. Jason Gabelman,0.6273304360842276,male,Cowen and Company
127,PSX,2018 q1,1010,0.7930429533682943,Mr. Jason Gabelman,0.673370744300094,male,Cowen and Company
128,VLO,2018 q1,1010,0.7922596780966945,Mr. Jason Gabelman,0.7846642855603106,male,Cowen and Company
129,XOM,2018 q1,1010,0.6762389410687486,Mr. Jason Gabelman,0.3965667020510414,male,Cowen and Company
130,CVX,2018 q1,1010,0.666122094050013,Mr. Jason D. Gammel,0.4172323643208545,male,Jefferies
131,XOM,2018 q1,1010,0.6762389410687486,Mr. Jason D. Gammel,0.897553090696747,male,Jefferies
132,CVX,2018 q1,1010,0.666122094050013,Mr. James K. Wicklund,0.7367834435179377,male,Credit Suisse
133,CXO,2018 q1,1010,0.763996839093247,Mr. James K. Wicklund,0.5331792573613163,male,Credit Suisse
134,HAL,2018 q1,1010,0.694390696866195,Mr. James K. Wicklund,0.4942337244738367,male,Credit Suisse
135,HES,2018 q1,1010,0.7067446920561067,Mr. James K. Wicklund,0.7302199930808035,male,Credit Suisse
136,HP,2018 q1,1010,0.7021053293631968,Mr. James K. Wicklund,0.5048301927520237,male,Credit Suisse
137,CVX,2018 q1,1010,0.666122094050013,"Mr. Gregory R. Lewis, CFA",0.4206271450603301,male,Credit Suisse
138,CVX,2018 q1,1010,0.666122094050013,Mr. Paul Condra,0.4198998039146518,male,Credit Suisse
139,CVX,2018 q1,1010,0.666122094050013,Ryan Todd,0.3992223204100175,male,Deutsche Bank
140,NBL,2018 q1,1010,0.775651494832339,Ryan Todd,0.4747440454308743,male,Deutsche Bank
141,OXY,2018 q1,1010,0.7139269153128182,Ryan Todd,0.3138478718834422,male,Deutsche Bank
142,CXO,2018 q1,1010,0.763996839093247,Mr. Daniel Lungo,0.8745024667463954,male,BofA Global Research
143,CXO,2018 q1,1010,0.763996839093247,Mr. David W. Kistler,0.6679997875437658,male,Piper Sandler Companies
144,FANG,2018 q1,1010,0.7151878043986779,Mr. David W. Kistler,0.8616355127235743,male,Piper Sandler Companies
145,NBL,2018 q1,1010,0.775651494832339,Mr. David W. Kistler,0.6101362666584205,male,Piper Sandler Companies
146,PXD,2018 q1,1010,0.7911918374067246,Mr. David W. Kistler,0.7759383430996257,male,Piper Sandler Companies
147,CXO,2018 q1,1010,0.763996839093247,"Mark Lear, CFA",0.6140310297759343,male,Jefferies
148,DVN,2018 q1,1010,0.7712127213845551,"Mark Lear, CFA",0.5917758986373046,male,Jefferies
149,EOG,2018 q1,1010,0.6635371968254626,"Mark Lear, CFA",0.4457755555195143,male,Jefferies
150,FANG,2018 q1,1010,0.7151878043986779,"Mark Lear, CFA",0.47053785707206414,male,Jefferies
151,NBL,2018 q1,1010,0.775651494832339,"Mark Lear, CFA",0.4377560627866909,male,Jefferies
152,PXD,2018 q1,1010,0.7911918374067246,"Mark Lear, CFA",0.5709303399368147,male,Jefferies
153,CXO,2018 q1,1010,0.763996839093247,"Mr. Nitin Kumar, CFA",0.3539656220354923,male,Deutsche Bank
154,DVN,2018 q1,1010,0.7712127213845551,Mr. Stephen Richardson,0.5385278285639272,male,EVERCORE ISI
155,EOG,2018 q1,1010,0.6635371968254626,Mr. Stephen Richardson,0.8977829447100268,male,EVERCORE ISI
156,NBL,2018 q1,1010,0.775651494832339,Mr. Stephen Richardson,0.4736590661088158,male,EVERCORE ISI
157,DVN,2018 q1,1010,0.7712127213845551,Credit Suisse Global Product Marketing,0.7988700338410876,Not a person,Credit Suisse
158,DVN,2018 q1,1010,0.7712127213845551,Mr. Biju Z. Perincheril,0.6131641253319426,male,Susquehanna Financial Group LLLP
159,MRO,2018 q1,1010,0.7087317181083422,Mr. Biju Z. Perincheril,0.99960803756657,male,Susquehanna Financial Group LLLP
160,DVN,2018 q1,1010,0.7712127213845551,Ben Wyatt,0.43106056135002574,male,Stephens Inc.
161,FANG,2018 q1,1010,0.7151878043986779,Ben Wyatt,0.36957830516598833,male,Stephens Inc.
162,DVN,2018 q1,1010,0.7712127213845551,Mr. Christopher A. Jacobson,0.7496231020134813,male,Susquehanna Financial Group LLLP
163,HAL,2018 q1,1010,0.694390696866195,Mr. Christopher A. Jacobson,0.24560000037284363,male,Susquehanna Financial Group LLLP
164,EOG,2018 q1,1010,0.6635371968254626,Irene Haas,0.3935002275408346,female,"Imperial Capital, LLC"
165,NBL,2018 q1,1010,0.775651494832339,Irene Haas,0.5769954633535342,female,"Imperial Capital, LLC"
166,PXD,2018 q1,1010,0.7911918374067246,Irene Haas,0.6668398311054634,female,"Imperial Capital, LLC"
167,FANG,2018 q1,1010,0.7151878043986779,Mr. John M. White,0.6740651400450923,male,"Roth Capital Partners, Inc."
168,FANG,2018 q1,1010,0.7151878043986779,Jeff S. Grampp,0.4093544182521382,male,Northland Securities
169,FANG,2018 q1,1010,0.7151878043986779,Mr. Neal D. Dingmann,0.8898502050212262,male,SunTrust Robinson Humphrey Capital Markets
170,FANG,2018 q1,1010,0.7151878043986779,"Mr. Dave Meats, CFA",0.6054631364277215,male,"Morningstar, Inc."
171,HES,2018 q1,1010,0.7067446920561067,"Mr. Dave Meats, CFA",0.4776853174273433,male,"Morningstar, Inc."
172,NBL,2018 q1,1010,0.775651494832339,"Mr. Dave Meats, CFA",0.84047442448493,male,"Morningstar, Inc."
173,OXY,2018 q1,1010,0.7139269153128182,"Mr. Dave Meats, CFA",0.7779918502135763,male,"Morningstar, Inc."
174,FANG,2018 q1,1010,0.7151878043986779,"Mr. Asit K. Sen, CFA",0.6255452580401887,male,BofA Global Research
175,HAL,2018 q1,1010,0.694390696866195,Timna Tanners,0.5652594919590472,female,BofA Global Research
176,HP,2018 q1,1010,0.7021053293631968,Timna Tanners,0.5040493543580483,female,BofA Global Research
177,HAL,2018 q1,1010,0.694390696866195,Paige Marcus,0.4561432778521342,female,CFRA Equity Research
178,HP,2018 q1,1010,0.7021053293631968,Paige Marcus,0.3344307034855107,female,CFRA Equity Research
179,NOV,2018 q1,1010,0.7078382223999107,Paige Marcus,0.4321559870847334,female,CFRA Equity Research
180,HAL,2018 q1,1010,0.694390696866195,Mr. James C. West,0.4835736810162471,male,EVERCORE ISI
181,HP,2018 q1,1010,0.7021053293631968,Mr. James C. West,0.4869204731099757,male,EVERCORE ISI
182,NOV,2018 q1,1010,0.7078382223999107,Mr. James C. West,0.7061254623487894,male,EVERCORE ISI
183,HAL,2018 q1,1010,0.694390696866195,Mr. Michael K. Lamotte,0.7096331911308773,male,Guggenheim Securities LLC
184,HP,2018 q1,1010,0.7021053293631968,Mr. Michael K. Lamotte,0.611538090075109,male,Guggenheim Securities LLC
185,NOV,2018 q1,1010,0.7078382223999107,Mr. Michael K. Lamotte,0.26176607353352455,male,Guggenheim Securities LLC
186,HAL,2018 q1,1010,0.694390696866195,"Mr. Judson E. Bailey, CFA",0.6580577682397297,male,"Wells Fargo Securities, LLC"
187,NOV,2018 q1,1010,0.7078382223999107,"Mr. Judson E. Bailey, CFA",0.8409639411626515,male,"Wells Fargo Securities, LLC"
188,HAL,2018 q1,1010,0.694390696866195,"Mr. J. David J. Anderson, CFA",0.5135420193130623,male,Barclays
189,NOV,2018 q1,1010,0.7078382223999107,"Mr. J. David J. Anderson, CFA",0.36256107670656595,male,Barclays
190,HAL,2018 q1,1010,0.694390696866195,"Mr. Kevin D. Simpson, CFA",0.6468478851628758,male,"Griffin Securities, Inc."
191,HAL,2018 q1,1010,0.694390696866195,Igor Levi,0.7362177880677171,male,Morgan Stanley
192,HAL,2018 q1,1010,0.694390696866195,Edward Muztafago,0.47915793732745826,male,Societe Generale
193,HP,2018 q1,1010,0.7021053293631968,Edward Muztafago,0.6575654493293298,male,Societe Generale
194,NOV,2018 q1,1010,0.7078382223999107,Edward Muztafago,0.4251850849609515,male,Societe Generale
195,HAL,2018 q1,1010,0.694390696866195,Mr. Kenneth I. Sill,0.4159678602241926,male,SunTrust Robinson Humphrey Capital Markets
196,HP,2018 q1,1010,0.7021053293631968,Mr. Kenneth I. Sill,0.6033270038700145,male,SunTrust Robinson Humphrey Capital Markets
197,NOV,2018 q1,1010,0.7078382223999107,Mr. Kenneth I. Sill,0.31352595667244987,male,SunTrust Robinson Humphrey Capital Markets
198,HAL,2018 q1,1010,0.694390696866195,"Mr. Charles P. Minervino, CFA",0.28699871803072785,male,Susquehanna Financial Group LLLP
199,HP,2018 q1,1010,0.7021053293631968,"Mr. Charles P. Minervino, CFA",0.23895116218577944,male,Susquehanna Financial Group LLLP
200,NOV,2018 q1,1010,0.7078382223999107,"Mr. Charles P. Minervino, CFA",0.5031384975891093,male,Susquehanna Financial Group LLLP
201,HAL,2018 q1,1010,0.694390696866195,Mr. Chase Mulvehill,0.27430166679836265,male,Wolfe Research
202,HP,2018 q1,1010,0.7021053293631968,Mr. Chase Mulvehill,0.3471908649191096,male,Wolfe Research
203,NOV,2018 q1,1010,0.7078382223999107,Mr. Chase Mulvehill,0.5632171172309861,male,Wolfe Research
204,HAL,2018 q1,1010,0.694390696866195,"Andrew G. Bradford, CFA",0.5105965398703243,male,Raymond James Ltd. (Canada)
205,HAL,2018 q1,1010,0.694390696866195,Mr. David Phillips,0.5276235250010541,male,HSBC
206,HAL,2018 q1,1010,0.694390696866195,Mr. Kurt Hallead,0.48487044021871384,male,RBC Capital Markets
207,HP,2018 q1,1010,0.7021053293631968,Mr. Kurt Hallead,0.5701071592054229,male,RBC Capital Markets
208,NOV,2018 q1,1010,0.7078382223999107,Mr. Kurt Hallead,0.436388269392705,male,RBC Capital Markets
209,HES,2018 q1,1010,0.7067446920561067,"Mr. Guy Baber, IV",0.5326445472389528,male,Piper Sandler Companies
210,PSX,2018 q1,1010,0.7930429533682943,"Mr. Guy Baber, IV",0.6793958290131266,male,Piper Sandler Companies
211,HFC,2018 q1,1010,0.7745172201746935,Benny C. Wong,0.742530641705492,male,Morgan Stanley
212,HFC,2018 q1,1010,0.7745172201746935,Mr. Corey B. Goldman,0.8421143222537316,male,Jefferies
213,HFC,2018 q1,1010,0.7745172201746935,Mr. Manav Gupta,0.48245258858986795,male,Credit Suisse
214,MPC,2018 q1,1010,0.6416468066823222,Mr. Manav Gupta,0.6695951760621799,male,Credit Suisse
215,PSX,2018 q1,1010,0.7930429533682943,Mr. Manav Gupta,0.8108079384711018,male,Credit Suisse
216,HP,2018 q1,1010,0.7021053293631968,"Mr. Marc G. Bianchi, CFA",0.9516970268427375,male,Cowen and Company
217,HP,2018 q1,1010,0.7021053293631968,Mr. Brad P. Handler,0.5792075009739853,male,Jefferies
218,HP,2018 q1,1010,0.7021053293631968,Mr. David Havens,0.4942698413677008,male,Deutsche Bank
219,NOV,2018 q1,1010,0.7078382223999107,Mr. David Havens,0.42516867607880543,male,Deutsche Bank
220,HP,2018 q1,1010,0.7021053293631968,John M. Daniel,0.5315417729135307,male,Piper Sandler Companies
221,KMI,2018 q1,1010,0.7369470122690065,Ms. Kristina A. Kazarian,0.6446806474103391,female,Credit Suisse
222,KMI,2018 q1,1010,0.7369470122690065,Dennis Coleman,0.4352024217885158,male,BofA Global Research
223,OKE,2018 q1,1010,0.7110362692816635,Dennis Coleman,0.44562894775933604,male,BofA Global Research
224,WMB,2018 q1,1010,0.6128154716545011,Dennis Coleman,0.30408873035140416,male,BofA Global Research
225,KMI,2018 q1,1010,0.7369470122690065,Mr. Michael J. Blum,0.45381566800556633,male,"Wells Fargo Securities, LLC"
226,OKE,2018 q1,1010,0.7110362692816635,Mr. Michael J. Blum,0.5231637725398934,male,"Wells Fargo Securities, LLC"
227,WMB,2018 q1,1010,0.6128154716545011,Mr. Michael J. Blum,0.37549786329563295,male,"Wells Fargo Securities, LLC"
228,KMI,2018 q1,1010,0.7369470122690065,Mr. Andrew M. Kuske,0.843171146841546,male,Credit Suisse
229,KMI,2018 q1,1010,0.7369470122690065,Keith Stanley,0.7244232349072866,male,Wolfe Research
230,KMI,2018 q1,1010,0.7369470122690065,"Ms. Elvira Scotto, CFA",0.5525646191103806,female,RBC Capital Markets
231,OKE,2018 q1,1010,0.7110362692816635,"Ms. Elvira Scotto, CFA",0.4601480401398026,female,RBC Capital Markets
232,KMI,2018 q1,1010,0.7369470122690065,Mr. Travis Miller,0.8434509360565539,male,"Morningstar, Inc."
233,MPC,2018 q1,1010,0.6416468066823222,Mr. Tom Abrams,0.44361047361566747,male,Morgan Stanley
234,MPC,2018 q1,1010,0.6416468066823222,Damian A. Witkowski,0.4523398620627087,male,Gabelli & Company
235,NOV,2018 q1,1010,0.7078382223999107,Javier Hombria,0.5991353034650864,male,Bankinter Securities
236,NOV,2018 q1,1010,0.7078382223999107,Mr. Eduardo B. Royes,0.8207176001506868,male,Jefferies
237,NOV,2018 q1,1010,0.7078382223999107,Mr. Jean-Pierre Dmirdjian,0.815326288055665,male,Raymond James Europe RJEE/RJFI
238,OKE,2018 q1,1010,0.7110362692816635,"Richard G. Gross, II",0.9165353287417165,male,Barclays
239,OKE,2018 q1,1010,0.7110362692816635,"Mr. Timothy M. Winter, CFA",0.9964047714477532,male,Gabelli & Company
240,OKE,2018 q1,1010,0.7110362692816635,Mr. Matthew Phillips,0.44588463537160705,male,Guggenheim Securities LLC
241,VLO,2018 q1,1010,0.7922596780966945,Mr. Peter Low,0.7418655140449492,male,Redburn (Europe) Limited
242,WMB,2018 q1,1010,0.6128154716545011,Mr. Stephen Ellis,0.7488424020117155,male,"Morningstar, Inc."
